ipaddr,machineclass,machinefunction,businessunit,facility,latitude,longitude
172.22.171.19,server,file server,region-6,branch166,20.362286,-102.828575
172.25.9.42,server,file server,region-7,branch166,-0.7860539,-70.04175
172.32.33.2,atm,,region-10,branch166,59.008522,-107.113174
172.10.216.2,server,file server,region-1,branch165,40.985943,-137.94083
172.15.148.8,atm,,region-3,branch165,-8.330914,-111.45882
172.17.239.43,workstation,office,region-4,branch165,27.956686,-66.65153
172.22.168.3,server,email,region-6,branch165,23.523586,-103.718925
172.20.77.36,workstation,office,region-5,branch165,18.247763,-81.86953
172.25.6.9,server,multiple,region-7,branch165,1.7018359,-67.988884
172.27.98.26,server,web,region-8,branch165,-3.5822837,-125.39433
172.29.190.32,server,multiple,region-9,branch165,36.144203,-107.55845
172.10.213.2,server,file server,region-1,branch164,42.5564,-141.71306
172.13.51.12,server,multiple,region-2,branch164,31.16062,-153.92084
172.15.143.13,server,web,region-3,branch164,-2.9519818,-114.82127
172.17.235.32,server,multiple,region-4,branch164,34.309483,-56.396664
172.20.73.17,server,web,region-5,branch164,18.850323,-81.38578
172.25.3.2,server,multiple,region-7,branch164,0.21852091,-68.96814
172.27.96.51,workstation,loan,region-8,branch164,-11.783402,-121.64776
172.10.210.2,server,file server,region-1,branch163,38.03165,-133.2145
172.13.48.37,server,web,region-2,branch163,24.812675,-153.27501
172.15.140.24,server,email,region-3,branch163,-8.165889,-114.95991
172.17.233.24,workstation,office,region-4,branch163,34.005722,-65.36057
172.20.71.13,workstation,office,region-5,branch163,20.405865,-81.675224
172.22.163.6,workstation,teller,region-6,branch163,20.9463,-95.49073
172.24.254.30,server,email,region-7,branch163,2.8825908,-70.12145
172.29.184.14,server,multiple,region-9,branch163,36.02539,-109.69931
172.15.137.2,server,multiple,region-3,branch162,-5.581863,-111.04689
172.13.46.33,workstation,office,region-2,branch162,28.97291,-147.79955
172.17.229.2,server,web,region-4,branch162,27.07519,-63.023296
172.20.67.13,server,multiple,region-5,branch162,22.459553,-78.27847
172.22.159.20,server,multiple,region-6,branch162,20.515347,-92.76774
172.27.89.2,server,multiple,region-8,branch162,-2.357521,-117.23198
172.24.252.3,workstation,teller,region-7,branch162,1.6288285,-67.06055
172.29.181.32,server,file server,region-9,branch162,37.994003,-109.94766
172.10.204.2,server,web,region-1,branch161,39.941837,-139.32713
172.15.134.2,server,multiple,region-3,branch161,0.3324849,-115.530495
172.13.44.9,atm,,region-2,branch161,21.417467,-152.46025
172.20.64.16,server,file server,region-5,branch161,20.567799,-77.560776
172.22.156.34,server,web,region-6,branch161,16.60851,-97.0367
172.27.86.2,server,file server,region-8,branch161,-3.9987996,-127.73008
172.24.249.41,workstation,loan,region-7,branch161,-0.9372669,-71.567184
172.29.178.3,server,multiple,region-9,branch161,33.66966,-115.76401
172.10.201.2,server,web,region-1,branch160,39.423504,-133.32669
172.13.41.8,atm,,region-2,branch160,26.014467,-150.95358
172.15.132.44,workstation,teller,region-3,branch160,-7.893968,-108.685905
172.20.61.2,server,web,region-5,branch160,15.153249,-78.644806
172.17.224.28,workstation,teller,region-4,branch160,26.580637,-62.715755
172.22.153.3,server,multiple,region-6,branch160,14.860988,-103.885544
172.24.245.21,server,multiple,region-7,branch160,0.6938581,-77.06262
172.27.84.49,workstation,office,region-8,branch160,-13.214757,-120.17161
172.29.176.36,workstation,office,region-9,branch160,32.413292,-114.20444
172.13.37.7,workstation,office,region-2,branch159,22.761087,-150.06894
172.15.129.29,workstation,office,region-3,branch159,-3.6779847,-109.09046
172.17.221.31,workstation,office,region-4,branch159,30.257626,-61.70769
172.20.59.18,workstation,teller,region-5,branch159,16.800558,-80.253975
172.22.151.7,workstation,office,region-6,branch159,20.623762,-100.1436
172.24.242.31,server,multiple,region-7,branch159,2.525068,-71.682625
172.27.80.32,server,multiple,region-8,branch159,-6.9486766,-120.183975
172.29.173.12,workstation,office,region-9,branch159,37.699417,-105.546005
172.10.195.2,server,file server,region-1,branch158,40.33434,-136.83708
172.13.33.35,server,multiple,region-2,branch158,17.252342,-145.243
172.15.125.24,server,web,region-3,branch158,-1.8408866,-108.68954
172.17.218.2,workstation,teller,region-4,branch158,27.969788,-63.57868
172.20.56.27,workstation,office,region-5,branch158,15.138593,-74.14131
172.24.239.2,server,multiple,region-7,branch158,1.7143795,-71.33103
172.22.148.29,workstation,office,region-6,branch158,19.902456,-92.2952
172.27.77.39,server,web,region-8,branch158,-14.591616,-119.97817
172.29.169.26,server,multiple,region-9,branch158,31.942005,-105.69972
172.10.192.2,server,web,region-1,branch157,37.443443,-137.69528
172.17.214.2,server,multiple,region-4,branch157,29.88797,-56.426025
172.15.123.24,workstation,office,region-3,branch157,-10.985682,-106.66773
172.20.52.23,server,web,region-5,branch157,15.33068,-82.70026
172.22.144.35,server,multiple,region-6,branch157,14.006453,-103.264336
172.24.237.23,workstation,loan,region-7,branch157,1.1123327,-73.691864
172.27.75.23,workstation,teller,region-8,branch157,-4.2928033,-121.2047
172.32.4.2,server,web,region-10,branch157,50.66581,-104.53503
172.29.167.10,workstation,teller,region-9,branch157,24.175335,-113.869385
172.10.189.2,server,email,region-1,branch156,36.10588,-132.53093
172.13.27.26,server,web,region-2,branch156,30.271137,-152.01848
172.17.211.40,server,web,region-4,branch156,33.446365,-59.24558
172.22.141.2,server,email,region-6,branch156,18.977955,-95.78173
172.20.50.9,workstation,office,region-5,branch156,27.77472,-80.16877
172.24.233.14,server,multiple,region-7,branch156,0.84810627,-66.148094
172.29.163.3,server,web,region-9,branch156,23.557255,-107.66051
172.27.71.27,server,multiple,region-8,branch156,-4.4111514,-124.16204
172.10.186.2,server,file server,region-1,branch155,39.836952,-139.5853
172.13.24.3,server,email,region-2,branch155,22.065823,-146.36333
172.15.116.15,server,web,region-3,branch155,-6.1920958,-104.09505
172.20.46.2,server,file server,region-5,branch155,27.406675,-77.09091
172.17.210.5,atm,,region-4,branch155,30.865604,-58.130775
172.24.230.5,server,multiple,region-7,branch155,-0.809066,-69.00529
172.22.138.16,server,multiple,region-6,branch155,19.179502,-95.03968
172.27.69.6,workstation,office,region-8,branch155,-2.8299322,-117.76316
172.10.183.2,server,email,region-1,branch154,40.315186,-137.6675
172.13.22.16,workstation,office,region-2,branch154,19.369658,-146.49275
172.15.114.37,workstation,loan,region-3,branch154,-8.687131,-107.93455
172.17.206.32,workstation,loan,region-4,branch154,27.619421,-58.082104
172.20.44.19,workstation,teller,region-5,branch154,19.978003,-77.73132
172.24.228.12,workstation,teller,region-7,branch154,4.1291795,-77.04846
172.27.66.22,workstation,office,region-8,branch154,-13.076364,-116.07641
172.29.158.45,workstation,office,region-9,branch154,36.40614,-118.04362
172.10.180.2,server,multiple,region-1,branch153,46.06853,-141.72156
172.13.19.16,workstation,teller,region-2,branch153,25.293894,-149.42609
172.15.111.42,workstation,office,region-3,branch153,-13.794315,-103.08255
172.17.204.2,atm,,region-4,branch153,25.410088,-61.60338
172.20.41.41,workstation,office,region-5,branch153,18.203207,-74.33532
172.22.133.33,workstation,office,region-6,branch153,17.408575,-101.34505
172.24.225.20,workstation,teller,region-7,branch153,2.0225286,-76.296684
172.27.63.15,workstation,teller,region-8,branch153,-0.96067846,-123.474815
172.29.155.36,workstation,office,region-9,branch153,30.544874,-111.65115
172.10.177.2,server,file server,region-1,branch152,45.450455,-133.62851
172.13.16.27,workstation,office,region-2,branch152,23.018724,-152.03041
172.17.199.2,server,multiple,region-4,branch152,26.061977,-55.520973
172.15.109.4,atm,,region-3,branch152,-5.8434396,-108.91858
172.20.37.20,server,web,region-5,branch152,15.40459,-74.17578
172.22.129.18,server,file server,region-6,branch152,17.685396,-93.1075
172.24.221.22,server,file server,region-7,branch152,3.0009835,-71.96755
172.13.13.17,workstation,office,region-2,branch151,22.862719,-142.09189
172.17.196.2,server,web,region-4,branch151,30.513208,-66.66522
172.15.105.3,workstation,office,region-3,branch151,-1.3017846,-110.98689
172.22.126.2,server,email,region-6,branch151,17.252584,-97.346985
172.24.218.23,server,multiple,region-7,branch151,2.606241,-77.05396
172.27.56.40,server,web,region-8,branch151,-14.053915,-125.12499
172.29.148.25,server,file server,region-9,branch151,24.604177,-112.49558
172.10.171.2,server,multiple,region-1,branch150,41.568264,-136.47127
172.13.10.2,workstation,office,region-2,branch150,26.564926,-148.01437
172.15.101.26,server,web,region-3,branch150,-12.014275,-103.91927
172.17.195.8,atm,,region-4,branch150,33.1112,-57.56856
172.20.32.42,workstation,loan,region-5,branch150,15.237591,-75.39589
172.22.124.29,workstation,loan,region-6,branch150,20.52953,-101.311676
172.24.216.14,workstation,office,region-7,branch150,3.3464267,-72.06107
172.27.54.3,workstation,office,region-8,branch150,-6.753669,-117.45
172.31.237.3,server,email,region-10,branch150,62.822697,-97.15877
172.29.145.27,server,multiple,region-9,branch150,26.35071,-106.04003
172.10.168.2,server,multiple,region-1,branch149,36.891254,-143.06259
172.15.98.34,server,multiple,region-3,branch149,-11.276796,-108.3808
172.17.190.17,server,file server,region-4,branch149,29.318535,-62.139645
172.20.28.11,server,multiple,region-5,branch149,16.560526,-81.196014
172.24.212.8,server,multiple,region-7,branch149,0.7022542,-78.18876
172.27.50.18,server,multiple,region-8,branch149,-14.325232,-118.155136
172.29.143.3,workstation,loan,region-9,branch149,23.906958,-117.34436
172.10.165.3,server,multiple,region-1,branch148,47.287346,-132.80316
172.13.4.14,workstation,loan,region-2,branch148,31.260763,-145.52022
172.15.96.46,workstation,office,region-3,branch148,-12.324124,-111.79553
172.22.118.48,workstation,office,region-6,branch148,22.881657,-94.684616
172.24.210.38,workstation,office,region-7,branch148,-0.9037966,-66.49352
172.27.48.36,workstation,office,region-8,branch148,-0.884544,-118.94169
172.31.233.2,atm,,region-10,branch148,60.578876,-93.43353
172.29.141.7,atm,,region-9,branch148,33.843937,-112.46808
172.10.162.2,server,compute,region-1,branch147,44.667088,-134.82835
172.12.254.37,server,multiple,region-2,branch147,25.387161,-148.76012
172.15.92.35,server,web,region-3,branch147,-5.79987,-112.74782
172.22.114.2,server,email,region-6,branch147,19.485806,-101.08442
172.20.24.9,atm,,region-5,branch147,26.924158,-74.706665
172.24.208.5,atm,,region-7,branch147,4.832215,-70.06672
172.27.45.39,workstation,teller,region-8,branch147,-4.226782,-120.73289
172.10.159.2,server,file server,region-1,branch146,47.335854,-140.21732
172.12.251.31,server,multiple,region-2,branch146,17.420603,-154.00926
172.15.89.14,server,web,region-3,branch146,-10.075814,-108.779655
172.17.181.30,server,multiple,region-4,branch146,24.735428,-55.539722
172.20.20.27,workstation,teller,region-5,branch146,23.331945,-77.29291
172.22.112.48,workstation,office,region-6,branch146,21.308914,-97.72904
172.24.204.50,workstation,loan,region-7,branch146,3.8747416,-68.34782
172.29.133.2,server,web,region-9,branch146,24.729588,-113.29613
172.12.248.7,server,email,region-2,branch145,25.466047,-151.87228
172.15.86.11,server,web,region-3,branch145,-13.039441,-109.28496
172.17.178.15,server,web,region-4,branch145,24.49221,-67.89168
172.20.16.21,server,multiple,region-5,branch145,18.723215,-78.783554
172.22.108.36,server,web,region-6,branch145,19.274498,-101.846375
172.24.201.39,workstation,loan,region-7,branch145,1.2342514,-77.00285
172.27.39.50,workstation,loan,region-8,branch145,-13.925023,-116.43905
172.31.224.2,atm,,region-10,branch145,41.9528,-107.73085
172.12.245.2,server,web,region-2,branch144,23.536266,-145.63702
172.15.84.49,workstation,office,region-3,branch144,1.899438,-109.27783
172.20.13.2,server,web,region-5,branch144,20.039242,-84.23852
172.17.176.39,workstation,loan,region-4,branch144,30.759735,-56.235153
172.22.105.7,server,web,region-6,branch144,21.028624,-101.70316
172.24.197.11,server,multiple,region-7,branch144,3.8701773,-78.06917
172.27.35.36,server,file server,region-8,branch144,-4.4890175,-121.42771
172.29.128.23,workstation,office,region-9,branch144,27.928036,-116.40793
172.10.150.2,server,multiple,region-1,branch143,45.61772,-141.96292
172.15.80.2,server,multiple,region-3,branch143,0.84478337,-109.89192
172.12.243.2,workstation,office,region-2,branch143,30.441788,-151.26462
172.17.173.25,workstation,loan,region-4,branch143,32.067314,-64.9244
172.20.11.9,workstation,office,region-5,branch143,28.783903,-82.29593
172.22.103.15,workstation,teller,region-6,branch143,22.813581,-90.04211
172.27.33.18,workstation,teller,region-8,branch143,-13.113201,-123.88973
172.29.125.43,workstation,teller,region-9,branch143,33.89015,-113.409294
172.10.147.2,server,email,region-1,branch142,36.222378,-132.13333
172.12.239.2,server,file server,region-2,branch142,19.48844,-143.56566
172.17.169.2,server,email,region-4,branch142,32.259052,-59.732967
172.15.77.22,server,web,region-3,branch142,0.13709193,-111.92854
172.20.8.2,workstation,teller,region-5,branch142,20.23077,-77.117134
172.22.100.4,workstation,office,region-6,branch142,17.977161,-94.70306
172.24.191.30,server,web,region-7,branch142,4.012136,-70.52305
172.27.29.27,server,web,region-8,branch142,-3.7194862,-127.68619
172.29.121.24,server,email,region-9,branch142,26.913218,-112.26191
172.10.144.2,server,multiple,region-1,branch141,44.869434,-131.85406
172.12.237.36,workstation,office,region-2,branch141,29.102097,-153.01755
172.17.166.2,server,file server,region-4,branch141,24.689468,-69.86548
172.15.76.8,atm,,region-3,branch141,-2.6772022,-104.958595
172.20.4.27,server,multiple,region-5,branch141,20.306341,-83.7418
172.24.188.32,server,file server,region-7,branch141,3.7671585,-70.8439
172.27.26.22,server,web,region-8,branch141,-1.4187384,-127.77208
172.29.118.9,server,file server,region-9,branch141,37.918068,-111.04099
172.10.141.2,server,web,region-1,branch140,45.42894,-133.74857
172.12.233.21,server,multiple,region-2,branch140,18.024565,-151.86703
172.15.72.51,workstation,office,region-3,branch140,-4.699648,-115.21106
172.17.164.36,workstation,office,region-4,branch140,24.559538,-68.454445
172.20.2.26,workstation,office,region-5,branch140,21.899137,-75.150536
172.22.94.15,workstation,loan,region-6,branch140,23.897352,-92.91717
172.24.185.39,server,compute,region-7,branch140,2.0112784,-68.82059
172.27.23.26,server,multiple,region-8,branch140,-0.22916475,-120.20289
172.31.207.11,server,email,region-10,branch140,50.875748,-103.31503
172.29.117.2,atm,,region-9,branch140,30.150665,-109.696815
172.10.138.2,server,file server,region-1,branch139,38.2437,-139.27605
172.15.69.30,workstation,office,region-3,branch139,-7.7632866,-107.53326
172.17.161.19,workstation,office,region-4,branch139,32.950104,-63.732162
172.19.253.4,workstation,teller,region-5,branch139,25.768105,-74.814835
172.24.182.2,server,multiple,region-7,branch139,3.1215734,-76.12953
172.27.20.11,server,file server,region-8,branch139,-0.9924685,-121.80701
172.10.135.2,server,multiple,region-1,branch138,41.49289,-142.86563
172.12.227.21,server,multiple,region-2,branch138,24.13729,-146.20798
172.15.65.14,server,file server,region-3,branch138,-11.930381,-105.33607
172.17.157.13,server,email,region-4,branch138,33.650547,-63.105835
172.19.249.15,server,multiple,region-5,branch138,18.508846,-80.60276
172.22.87.26,server,multiple,region-6,branch138,22.168028,-97.82373
172.24.179.16,server,multiple,region-7,branch138,0.3300308,-68.54408
172.27.17.29,server,email,region-8,branch138,0.39033106,-116.24313
172.29.110.10,workstation,teller,region-9,branch138,33.922062,-107.12243
172.31.203.7,atm,,region-10,branch138,60.50586,-95.53824
172.10.132.2,server,multiple,region-1,branch137,39.564556,-143.9009
172.12.225.30,workstation,loan,region-2,branch137,24.12502,-142.70047
172.15.63.15,workstation,loan,region-3,branch137,-10.838997,-105.862236
172.19.246.2,server,web,region-5,branch137,24.648476,-79.74217
172.17.154.42,server,multiple,region-4,branch137,33.65481,-63.953133
